index,top_ten_hashtags,date
237,"[('COVID19', 71), ('Covid_19', 19), ('COVID', 12), ('coronavirus', 11), ('covid19', 11), ('covid', 8), ('Covid19', 7), ('Covid19UK', 5), ('Covid', 5), ('Scotland', 5)]",2020-11-12
238,"[('COVID19', 80), ('coronavirus', 16), ('covid19', 15), ('covid', 13), ('Covid19', 12), ('50sWomen', 9), ('FullRestituition', 9), ('BackTo60', 9), ('Over60sClinicallyVulnerable', 8), ('PayUsOurSP', 8)]",2020-11-13
239,"[('COVID19', 49), ('covid', 11), ('COVID', 8), ('Covid19', 7), ('coronavirus', 6), ('covid19', 5), ('Diwali', 4), ('vaccine', 3), ('Lockdown2', 3), ('Covid_19', 3)]",2020-11-14
240,"[('COVID19', 63), ('coronavirus', 35), ('learningdisability', 23), ('GMB', 20), ('covid19', 7), ('covid', 7), ('Covid', 7), ('vaccine', 5), ('Covid19', 3), ('goodmorningbritain', 3)]",2020-11-15
241,"[('COVID19', 102), ('covid19', 12), ('Covid19', 11), ('Covid_19', 11), ('covid', 10), ('lockdown', 8), ('coronavirus', 8), ('vaccine', 7), ('covid_19', 6), ('lockdown2', 6)]",2020-11-16
242,"[('COVID19', 57), ('Covid_19', 54), ('covid', 16), ('coronavirus', 16), ('Covid', 15), ('covid19', 14), ('Covid19', 9), ('lockdown', 7), ('LeadersHealth20', 6), ('COVID', 5)]",2020-11-17
243,"[('Covid_19', 58), ('COVID19', 46), ('Covid', 13), ('covid19', 10), ('coronavirus', 8), ('lockdown', 8), ('covid', 7), ('Lockdown2', 6), ('BackTo60', 5), ('COVID', 5)]",2020-11-18
244,"[('COVID19', 82), ('covid', 14), ('coronavirus', 14), ('Covid_19', 12), ('COVID', 11), ('lockdown', 10), ('covid19', 9), ('Covid19', 8), ('vaccine', 6), ('Covid', 5)]",2020-11-19
245,"[('COVID19', 63), ('coronavirus', 16), ('Covid', 15), ('covid', 14), ('covid19', 11), ('Covid19', 10), ('LeadersHealth20', 5), ('COVID', 5), ('vaccine', 4), ('Covid_19', 4)]",2020-11-20
246,"[('COVID19', 67), ('COVID', 10), ('lockdown', 8), ('StaySafe', 7), ('coronavirus', 6), ('Covid', 6), ('Covid19', 6), ('covid', 5), ('vaccine', 4), ('SocialDistancing', 4)]",2020-11-21
247,"[('COVID19', 48), ('COVID', 18), ('Covid19', 13), ('covid', 10), ('covid19', 10), ('IsolatedButTogether', 8), ('COVIDIOTS', 6), ('lockdown', 6), ('Christmas', 5), ('Coronavirus', 4)]",2020-11-22
248,"[('COVID19', 112), ('coronavirus', 20), ('Lockdown2', 12), ('COVID', 11), ('covid', 10), ('vaccine', 8), ('covid19', 8), ('coronavirusuk', 6), ('Covid19', 6), ('Covid', 5)]",2020-11-23
249,"[('COVID19', 82), ('vaccine', 12), ('COVID', 11), ('covid', 7), ('Covid', 7), ('Christmas2020', 7), ('coronavirus', 7), ('covid19', 5), ('lockdown', 5), ('patents', 4)]",2020-11-24
250,"[('COVID19', 70), ('Covid', 20), ('vaccine', 16), ('covid', 16), ('patents', 11), ('coronavirus', 10), ('covid19', 10), ('COVID', 10), ('SpendingReview', 8), ('Brexit', 7)]",2020-11-25
251,"[('COVID19', 52), ('covid', 20), ('coronavirus', 17), ('tiersystem', 12), ('COVID', 12), ('covid19', 10), ('tier3', 10), ('Covid19UK', 9), ('Covid', 7), ('Tier3', 6)]",2020-11-26
252,"[('COVID19', 56), ('coronavirus', 18), ('covid', 13), ('lockdown', 11), ('PLTPinkFriday', 9), ('covid_19', 8), ('covid19', 6), ('COVID', 6), ('Covid19UK', 5), ('lockdown2', 4)]",2020-11-27
253,"[('COVID19', 44), ('coronavirus', 13), ('COVID', 11), ('covid', 11), ('lockdown', 9), ('PLTPINKSATURDAY', 7), ('Covid19', 6), ('COVIDー19', 4), ('NHS', 4), ('vaccines', 4)]",2020-11-28
254,"[('COVID19', 46), ('covid', 12), ('Covid', 8), ('COVID', 7), ('Covid_19', 7), ('coronavirus', 6), ('COVIDIOTS', 6), ('covid_19', 6), ('Covid19', 6), ('PLTPINKSUNDAY', 5)]",2020-11-29
255,"[('PLTPINKMONDAY', 67), ('COVID19', 50), ('PLTPinkMonday', 42), ('PLTCyberMonday', 19), ('coronavirus', 12), ('MissguidedCyberMon', 11), ('covid', 11), ('covid19', 8), ('MissguidedCyberWrapParty', 8), ('COVID', 8)]",2020-11-30
256,"[('COVID19', 62), ('COVID', 14), ('Covid19', 14), ('lockdown', 14), ('coronavirus', 13), ('covid', 10), ('NUFC', 6), ('covid_19', 6), ('Covid', 5), ('Covid19UK', 5)]",2020-12-01
257,"[('COVID19', 70), ('vaccine', 25), ('Covid19', 21), ('CovidVaccine', 18), ('COVID', 17), ('coronavirus', 17), ('covid', 11), ('PMQs', 11), ('covid19', 11), ('Vaccine', 10)]",2020-12-02
258,"[('COVID19', 44), ('coronavirus', 12), ('covid', 12), ('Covid', 9), ('covid_19', 7), ('COVID', 7), ('COVIDー19', 6), ('CovidVaccine', 6), ('Covid19', 5), ('lockdown', 5)]",2020-12-03
259,"[('COVID19', 52), ('coronavirus', 14), ('vaccine', 11), ('covid', 11), ('COVID', 8), ('Covid19', 6), ('CovidVaccine', 6), ('Covid', 6), ('lockdown', 4), ('vaccination', 4)]",2020-12-04
260,"[('COVID19', 56), ('covid19', 9), ('coronavirus', 8), ('COVID', 7), ('Brexit', 6), ('mentalhealthawareness', 6), ('Covid', 5), ('CoronaVirus', 5), ('EU', 4), ('vaccine', 4)]",2020-12-05
261,"[('COVID19', 50), ('coronavirus', 12), ('COVID', 10), ('covid', 10), ('vaccine', 9), ('covid19', 8), ('8_द', 7), ('Brexit', 5), ('Covid', 5), ('lockdown', 5)]",2020-12-06
262,"[('COVID19', 63), ('covid', 14), ('coronavirus', 10), ('COVID', 9), ('Christmas', 7), ('NHS', 4), ('Covid', 4), ('Covid19', 4), ('vaccine', 4), ('Equality', 3)]",2020-12-07
263,"[('COVID19', 97), ('CovidVaccine', 25), ('vaccine', 16), ('COVID19Vaccine', 13), ('coronavirus', 9), ('Covid19', 8), ('covid19', 8), ('covid', 8), ('COVID', 7), ('NHS', 7)]",2020-12-08
264,"[('COVID19', 47), ('COVID', 9), ('covid', 9), ('Covid19', 8), ('covid19', 8), ('CovidVaccine', 7), ('Covid', 6), ('coronavirus', 6), ('vaccine', 5), ('Covid_19', 5)]",2020-12-09
265,"[('COVID19', 64), ('coronavirus', 9), ('COVID', 8), ('mentalhealthawareness', 6), ('Covid19', 5), ('covid', 5), ('covid19', 5), ('vaccine', 4), ('meditation', 3), ('resilence', 3)]",2020-12-10
266,"[('COVID19', 49), ('coronavirus', 11), ('COVID', 9), ('covid19', 9), ('mentalhealthawareness', 8), ('covid', 7), ('NHS', 6), ('CovidVaccine', 6), ('Brexit', 5), ('Christmas', 5)]",2020-12-11
267,"[('COVID19', 48), ('Covid19', 11), ('Brexit', 7), ('coronavirus', 6), ('Covid', 6), ('covid', 5), ('COVID', 5), ('covid19', 4), ('NUFC', 4), ('mentalhealthawareness', 4)]",2020-12-12
268,"[('COVID19', 37), ('VoteofNoConfidence', 11), ('Covid_19', 9), ('COVID', 9), ('covid', 6), ('Covid19', 6), ('Coronavirus', 5), ('covid19', 5), ('Christmas', 5), ('coronavirus', 5)]",2020-12-13
269,"[('Covid_19', 51), ('COVID19', 47), ('coronavirus', 15), ('Covid19', 14), ('tier3', 13), ('covid', 9), ('COVID', 9), ('Covid19UK', 8), ('covid_19', 8), ('Scexit', 8)]",2020-12-14
270,"[('COVID19', 57), ('Covid_19', 41), ('covid', 15), ('COVID', 10), ('Covid', 9), ('coronavirus', 8), ('Coronavirus', 8), ('rain', 6), ('Covid19', 6), ('covid_19', 6)]",2020-12-15
271,"[('COVID19', 97), ('coronavirus', 23), ('covid', 14), ('CovidChristmas', 9), ('Christmas', 9), ('covid19uk', 7), ('covid19', 7), ('wales', 6), ('lockdown', 6), ('NHS', 5)]",2020-12-16
272,"[('COVID19', 70), ('Covid_19', 19), ('coronavirus', 12), ('covid', 10), ('covid19', 8), ('Covid19', 8), ('COVID', 7), ('vaccine', 6), ('Tier3', 6), ('CovidChristmas', 5)]",2020-12-17
273,"[('COVID19', 58), ('Covid_19', 11), ('covid', 10), ('coronavirus', 9), ('Covid19', 8), ('covid19', 7), ('Cypruscoronavirus', 6), ('NHS', 6), ('Coronavirus', 6), ('Christmas', 6)]",2020-12-18
274,"[('Covid_19', 123), ('COVID19', 84), ('tier4', 43), ('christmasiscancelled', 32), ('covid', 26), ('coronavirus', 23), ('Covid19UK', 23), ('BorisHasFailedTheNation', 19), ('lockdown', 18), ('Covid', 17)]",2020-12-19
275,"[('Covid_19', 100), ('COVID19', 67), ('COVID', 20), ('Covid', 17), ('coronavirus', 15), ('covid', 15), ('covid19', 14), ('Scotland', 14), ('lockdown', 12), ('xmasiscancelled', 12)]",2020-12-20
276,"[('COVID19', 105), ('Covid_19', 38), ('coronavirus', 25), ('covid', 19), ('Brexit', 19), ('Covid19UK', 16), ('COVID', 15), ('Covid19', 14), ('covid19', 14), ('Covid', 13)]",2020-12-21
277,"[('COVID19', 92), ('coronavirus', 11), ('Covid19UK', 10), ('covid', 9), ('Brexit', 8), ('vaccination', 7), ('covid19', 6), ('BrexitDisaster', 6), ('Covid19', 6), ('Covid', 6)]",2020-12-22
278,"[('COVID19', 87), ('covid', 19), ('Covid19', 14), ('Covid19UK', 14), ('Covid', 12), ('tier4', 11), ('coronavirus', 10), ('covid19', 10), ('COVID', 6), ('NHS', 6)]",2020-12-23
279,"[('COVID19', 83), ('Christmas', 17), ('MerryChristmas', 11), ('covid', 8), ('Christmas2020', 8), ('ChristmasEve', 7), ('Covid19', 6), ('coronavirus', 6), ('Brexit', 5), ('Covid', 5)]",2020-12-24
280,"[('COVID19', 36), ('Christmas2020', 13), ('Christmas', 10), ('coronavirus', 8), ('Covid', 8), ('MerryChristmas', 5), ('MerryChristmas2020', 4), ('CovidChristmas', 4), ('Covid19', 4), ('covid19', 4)]",2020-12-25
281,"[('COVID19', 40), ('Covid', 10), ('covid', 7), ('covid19', 7), ('coronavirus', 6), ('Covid19', 4), ('Christmas', 4), ('BoxingDay', 4), ('tier4', 4), ('NHS', 3)]",2020-12-26
282,"[('COVID19', 40), ('COVIDー19', 12), ('covid', 11), ('Covid', 8), ('coronavirus', 6), ('Covid19', 5), ('covid19', 4), ('lockdown', 4), ('vaccine', 4), ('tier4', 3)]",2020-12-27
283,"[('COVID19', 57), ('coronavirus', 12), ('COVIDー19', 9), ('Covid', 5), ('vaccine', 5), ('EVEMCI', 5), ('BackTo60', 4), ('FullRestitution', 4), ('PayUsOurSP', 4), ('CEDAW', 4)]",2020-12-28
284,"[('COVID19', 111), ('Covid', 16), ('covid19', 15), ('lockdown', 15), ('coronavirus', 13), ('covid', 11), ('NHS', 9), ('Covid19', 8), ('Covid19UK', 7), ('nhs', 6)]",2020-12-29
285,"[('COVID19', 159), ('coronavirus', 31), ('covid', 23), ('Covid19UK', 21), ('Covid', 20), ('tier4', 19), ('lockdownuk', 19), ('Covid19', 15), ('lockdown', 13), ('schoolsreopeninguk', 13)]",2020-12-30
286,"[('COVID19', 81), ('Covid', 24), ('NewYearsEve', 19), ('GoodBye2020', 17), ('coronavirus', 16), ('Covid19', 16), ('HappyNewYear2021', 13), ('covid', 13), ('Covid19UK', 11), ('covid_19', 8)]",2020-12-31
287,"[('COVID19', 64), ('coronavirus', 12), ('HappyNewYear2021', 11), ('covid', 8), ('Covid19', 7), ('Covid', 7), ('Covid19UK', 7), ('COVID', 4), ('vaccine', 4), ('NewYearWithPLT', 4)]",2021-01-01
288,"[('COVID19', 90), ('Covid', 20), ('covid19', 14), ('Casualty', 13), ('coronavirus', 12), ('covid', 12), ('Covid19', 10), ('vaccination', 9), ('Covid19UK', 8), ('HandsFaceSpace', 6)]",2021-01-02
289,"[('COVID19', 133), ('covid', 26), ('Covid', 26), ('covid19', 18), ('schoolclosures', 15), ('Covid19', 14), ('coronavirus', 14), ('Covid19UK', 12), ('lockdown', 11), ('nationallockdown', 10)]",2021-01-03
290,"[('COVID19', 251), ('lockdown', 92), ('nationallockdown', 67), ('Covid19UK', 46), ('covid19', 44), ('covid', 31), ('level5', 27), ('coronavirus', 26), ('Lockdown3', 26), ('CovidUK', 23)]",2021-01-04
291,"[('COVID19', 166), ('lockdown', 48), ('Covid19UK', 44), ('covid19', 31), ('CovidUK', 22), ('coronavirus', 20), ('Lockdown3', 20), ('covid', 20), ('Covid19', 12), ('covid_19', 11)]",2021-01-05
292,"[('COVID19', 132), ('Covid19UK', 35), ('covid19', 28), ('StayHome', 25), ('SaveLives', 22), ('CovidUK', 21), ('NHSCovidHeroes', 18), ('covid', 17), ('lockdown', 15), ('Covid', 15)]",2021-01-06
293,"[('COVID19', 77), ('covid19', 23), ('Covid19UK', 19), ('StayHome', 15), ('covid', 13), ('SaveLives', 13), ('CovidUK', 13), ('coronavirus', 11), ('clapforheroes', 8), ('Covid_19', 8)]",2021-01-07
294,"[('COVID19', 108), ('Covid19', 34), ('StayHome', 23), ('covid', 20), ('Covid19UK', 17), ('coronavirus', 16), ('COVID', 15), ('lockdown', 14), ('covid19', 13), ('vaccine', 8)]",2021-01-08
295,"[('COVID19', 73), ('covid19', 22), ('StayHome', 21), ('COVID', 17), ('Covid19UK', 17), ('CovidUK', 16), ('SaveLives', 14), ('covid', 13), ('Covid', 10), ('Covid19', 8)]",2021-01-09
296,"[('COVID19', 100), ('covid', 19), ('Covid19UK', 18), ('StayHome', 16), ('covid19', 14), ('COVID', 11), ('SaveLives', 10), ('CovidUK', 10), ('Covid19', 9), ('COVIDVaccination', 8)]",2021-01-10
297,"[('COVID19', 129), ('covid', 21), ('COVIDVaccination', 17), ('Covid19UK', 14), ('StayHome', 13), ('covid19', 11), ('NHS', 11), ('Covid', 10), ('coronavirus', 10), ('COVID', 9)]",2021-01-11
298,"[('COVID19', 103), ('Covid19UK', 18), ('StayHome', 15), ('COVIDVaccination', 13), ('covid19', 13), ('coronavirus', 11), ('Covid', 10), ('SaveLives', 9), ('CovidUK', 9), ('COVID', 8)]",2021-01-12
299,"[('COVID19', 75), ('COVID', 42), ('Covid19', 17), ('covid19', 14), ('coronavirus', 13), ('StayHome', 13), ('covid', 10), ('lockdown', 9), ('CovidUK', 8), ('Covid19UK', 7)]",2021-01-13
300,"[('COVID19', 61), ('covid', 19), ('CovidUK', 14), ('coronavirus', 14), ('Covid', 11), ('covid19', 9), ('COVIDー19', 8), ('lockdown', 8), ('Covid19', 7), ('lockdownuk', 7)]",2021-01-14
301,"[('COVID19', 87), ('CovidUK', 14), ('covid', 12), ('Covid', 11), ('lockdown', 8), ('covid19', 8), ('coronavirus', 8), ('NHS', 7), ('StayHome', 7), ('CovidVaccine', 7)]",2021-01-15
302,"[('COVID19', 71), ('coronavirus', 13), ('COVID', 13), ('CovidUK', 11), ('NHS', 10), ('covid19', 9), ('Covid19UK', 8), ('vaccinationCovid', 7), ('covid', 7), ('CovidVaccine', 6)]",2021-01-16
303,"[('COVID19', 71), ('covid', 18), ('coronavirus', 11), ('covid19', 10), ('lockdown', 9), ('StayHome', 7), ('Covid19', 7), ('vaccine', 7), ('CovidUK', 6), ('NHS', 6)]",2021-01-17
304,"[('COVID19', 116), ('covid19', 20), ('coronavirus', 15), ('covid', 14), ('vaccine', 13), ('Covid19UK', 10), ('StayHome', 10), ('CovidUK', 9), ('lockdown', 9), ('SaveLives', 7)]",2021-01-18
305,"[('COVID19', 102), ('covid', 15), ('COVID', 10), ('StayHome', 9), ('Covid19UK', 8), ('Covid19', 8), ('Covid', 8), ('CovidVaccine', 7), ('outbreakcovid', 6), ('SaveLives', 6)]",2021-01-19
306,"[('COVID19', 83), ('Covid', 18), ('CovidUK', 16), ('covid', 14), ('covid19', 14), ('Covid19UK', 13), ('vaccine', 10), ('StayHome', 8), ('coronavirus', 7), ('Covid19', 7)]",2021-01-20
307,"[('COVID19', 96), ('coronavirus', 17), ('covid19', 14), ('CovidUK', 14), ('Covid19UK', 13), ('covid', 13), ('vaccine', 11), ('StayHome', 9), ('SaveLives', 9), ('Covid', 8)]",2021-01-21
308,"[('COVID19', 100), ('covid', 17), ('coronavirus', 12), ('NHS', 11), ('Covid19UK', 11), ('vaccine', 9), ('COVID', 6), ('Covid', 6), ('StaySafe', 6), ('covid_19', 5)]",2021-01-22
309,"[('COVID19', 62), ('covid19', 16), ('Covid19UK', 14), ('covid', 14), ('COVID', 13), ('vaccine', 11), ('StayHome', 9), ('Covid', 9), ('NHS', 8), ('SaveLives', 8)]",2021-01-23
310,"[('Covid_19', 52), ('COVID19', 30), ('covid', 20), ('Covid19UK', 16), ('covid19', 14), ('Covid', 10), ('Covid19', 10), ('StayHome', 9), ('SaveLives', 9), ('CovidUK', 9)]",2021-01-24
311,"[('Covid_19', 49), ('COVID19', 45), ('covid', 14), ('covid19', 11), ('vaccine', 8), ('Covid19UK', 8), ('COVID', 8), ('WeAreScotland', 7), ('lockdown', 6), ('NHS', 5)]",2021-01-25
312,"[('COVID19', 60), ('Covid_19', 53), ('covid', 15), ('Covid19UK', 14), ('covid19', 12), ('Covid19', 12), ('COVID', 11), ('lockdown', 9), ('BorisHasFailedTheNation', 8), ('Covid', 8)]",2021-01-26
313,"[('COVID19', 121), ('Covid19', 15), ('Covid_19', 14), ('coronavirus', 13), ('covid', 12), ('BorisHasFailedTheNation', 11), ('lockdown', 10), ('Johnson', 9), ('COVID', 8), ('vaccine', 7)]",2021-01-27
314,"[('COVID19', 80), ('covid', 21), ('vaccine', 12), ('COVID', 11), ('Covid19UK', 10), ('covid19', 10), ('coronavirus', 9), ('Covid', 8), ('lockdown', 7), ('CovidVaccine', 7)]",2021-01-28
315,"[('COVID19', 69), ('covid', 12), ('covid19', 11), ('coronavirus', 11), ('vaccine', 10), ('Covid19UK', 10), ('Covid', 9), ('StayHome', 9), ('lockdown', 8), ('CovidVaccine', 7)]",2021-01-29
316,"[('COVID19', 88), ('ExcludedUK', 23), ('covid', 16), ('Covid19', 12), ('COVID', 10), ('Covid19UK', 10), ('covid19', 10), ('StayHome', 9), ('Covid', 8), ('vaccine', 7)]",2021-01-30
317,"[('COVID19', 74), ('covid', 9), ('COVID', 9), ('Covid19', 8), ('NHS', 8), ('covid19', 8), ('StayHome', 6), ('vaccine', 6), ('coronavirus', 6), ('lockdown', 5)]",2021-01-31
318,"[('COVID19', 86), ('covid19', 15), ('covid', 13), ('Covid19', 12), ('Covid19UK', 12), ('CovidVaccine', 11), ('coronavirus', 11), ('ExcludedUK', 11), ('CovidUK', 9), ('Covid', 8)]",2021-02-01
319,"[('COVID19', 101), ('CaptainTom', 21), ('NHS', 18), ('CaptainTomMoore', 15), ('coronavirus', 15), ('covid', 14), ('covid19', 13), ('Covid', 11), ('Covid19UK', 11), ('vaccine', 8)]",2021-02-02
320,"[('COVID19', 86), ('Covid', 14), ('covid', 13), ('coronavirus', 12), ('COVID', 8), ('covid19', 8), ('CovidVaccine', 7), ('nhs', 5), ('CaptainSirTomMoore', 4), ('StayHome', 4)]",2021-02-03
321,"[('COVID19', 61), ('COVID', 14), ('NHS', 10), ('lockdown', 8), ('coronavirus', 6), ('vaccine', 6), ('covid19', 5), ('Covid', 5), ('pandemic', 5), ('Covid19', 5)]",2021-02-04
322,"[('COVID19', 75), ('COVID', 14), ('coronavirus', 11), ('covid', 11), ('lockdown', 9), ('covid19', 8), ('Covid19UK', 7), ('vaccine', 7), ('Covid19', 6), ('StayHome', 5)]",2021-02-05
323,"[('COVID19', 53), ('covid19', 12), ('Covid19', 11), ('StayHome', 9), ('NHS', 9), ('CovidVaccine', 9), ('CovidUK', 9), ('coronavirus', 8), ('SaveLives', 7), ('Covid19UK', 7)]",2021-02-06
324,"[('COVID19', 45), ('covid19', 20), ('Covid19UK', 17), ('SuperBowl', 13), ('CovidUK', 13), ('StayHome', 12), ('SaveLives', 11), ('NHSCovidHeroes', 11), ('coronavirus', 11), ('Covid', 11)]",2021-02-07
325,"[('COVID19', 36), ('covid', 14), ('covid19', 11), ('NHS', 9), ('Covid19UK', 9), ('CovidUK', 8), ('StayHome', 6), ('vaccine', 6), ('coronavirus', 6), ('SaveLives', 6)]",2021-02-08
326,"[('COVID19', 67), ('covid19', 14), ('Covid', 9), ('Covid19UK', 9), ('vaccine', 8), ('Covid19', 7), ('covid', 7), ('COVID', 6), ('coronavirus', 6), ('ExcludedUK', 5)]",2021-02-09
327,"[('COVID19', 72), ('COVID', 10), ('covid19', 10), ('covid', 7), ('NHS', 7), ('Covid', 6), ('StayHome', 5), ('lockdown', 5), ('Covid19UK', 5), ('nhs', 5)]",2021-02-10
328,"[('COVID19', 51), ('covid19', 14), ('covid', 10), ('excludedUK', 8), ('StayHome', 7), ('coronavirus', 7), ('lockdown', 7), ('Covid19UK', 7), ('SaveLives', 6), ('Covid', 6)]",2021-02-11
329,"[('COVID19', 54), ('Covid', 9), ('Covid19UK', 9), ('covid19', 8), ('coronavirus', 8), ('Covid19', 6), ('StayHome', 6), ('SaveLives', 6), ('covid', 6), ('G7', 5)]",2021-02-12
330,"[('COVID19', 38), ('covid19', 13), ('covid', 13), ('COVID', 10), ('Covid19', 9), ('StayHome', 8), ('Covid19UK', 7), ('NHS', 7), ('SaveLives', 7), ('coronavirus', 6)]",2021-02-13
331,"[('COVID19', 42), ('covid', 9), ('covid19', 6), ('Covid19UK', 5), ('ValentinesDay', 5), ('COVID', 5), ('lockdown', 4), ('winter', 4), ('vaccination', 4), ('beatcovidne', 4)]",2021-02-14
332,"[('COVID19', 55), ('Covid19UK', 15), ('covid19', 14), ('StayHome', 14), ('SaveLives', 9), ('CovidUK', 8), ('NHSCovidHeroes', 8), ('coronavirus', 6), ('lockdown', 6), ('vaccine', 6)]",2021-02-15
333,"[('COVID19', 55), ('covid', 10), ('COVIDVaccination', 8), ('covid_19', 7), ('Covid', 7), ('lockdown', 7), ('coronavirus', 6), ('vaccine', 6), ('COVID', 5), ('NHS', 5)]",2021-02-16
334,"[('COVID19', 59), ('covid19', 12), ('covid', 8), ('vaccination', 6), ('Covid', 6), ('lockdown', 5), ('Covid19UK', 5), ('StayHome', 5), ('StaySafe', 5), ('SaveLives', 4)]",2021-02-17
335,"[('COVID19', 61), ('covid', 9), ('covid19', 8), ('Covid19', 7), ('COVIDVaccine', 6), ('NHS', 5), ('vaccine', 5), ('StaySafe', 4), ('nhs', 3), ('coronavirus', 3)]",2021-02-18
336,"[('COVID19', 40), ('lockdown', 11), ('covid', 9), ('Covid', 8), ('coronavirus', 7), ('COVID', 7), ('Covid19', 5), ('covid19', 5), ('covid_19', 4), ('StaySafe', 4)]",2021-02-19
337,"[('COVID19', 17), ('COVID', 15), ('covid_19', 8), ('covid19', 6), ('vaccine', 5), ('covid', 5), ('Covid', 5), ('coronavirus', 5), ('COVIDVaccine', 5), ('Vaccine4All', 4)]",2021-02-20
338,"[('COVID19', 51), ('COVID', 11), ('vaccine', 8), ('covid', 7), ('Covid', 6), ('lockdown', 5), ('covid19', 4), ('coronavirus', 4), ('ExcludedUK', 4), ('Lockdown', 3)]",2021-02-21
339,"[('COVID19', 74), ('lockdown', 18), ('Covid19', 14), ('covid', 14), ('covid19', 9), ('COVID', 8), ('coronavirus', 7), ('Spring2021', 7), ('Covid_19', 6), ('BorisJohnson', 6)]",2021-02-22
340,"[('COVID19', 51), ('covid', 17), ('lockdown', 9), ('covid19', 8), ('COVID', 8), ('lockdownroadmap', 7), ('Lockdown', 6), ('Covid19UK', 6), ('Covid', 6), ('coronavirus', 5)]",2021-02-23
341,"[('COVID19', 47), ('covid', 9), ('covid19', 9), ('Covid', 9), ('COVID', 6), ('COVID19Vaccine', 5), ('mentalhealth', 4), ('asthmaticsatrisk', 4), ('lockdown', 3), ('wellbeing', 3)]",2021-02-24
342,"[('COVID19', 57), ('covid', 18), ('covid19', 14), ('COVID19Vaccine', 10), ('bbcqt', 7), ('vaccine', 7), ('lockdown', 7), ('Covid19', 5), ('coronavirus', 4), ('HeyMP', 4)]",2021-02-25
343,"[('COVID19', 49), ('COVID19Vaccine', 11), ('vaccine', 8), ('lockdown', 5), ('covid', 5), ('COVID', 3), ('StayHome', 3), ('covid_19', 3), ('Covid19UK', 3), ('nhs', 2)]",2021-02-26
344,"[('COVID19', 33), ('covid', 8), ('lockdown', 8), ('COVID', 7), ('covid19', 6), ('vaccine', 6), ('Covid19', 5), ('Covid', 5), ('Covid19UK', 4), ('coronavirus', 4)]",2021-02-27
345,"[('COVID19', 54), ('covid', 15), ('covid19vaccineproof', 11), ('coronaviruspassport', 11), ('covid19passport', 11), ('coronavirusvaccine', 11), ('covid19vaccine', 11), ('bluepassport', 11), ('vaccineproof', 11), ('coronavirusvaccineproof', 11)]",2021-02-28
346,"[('COVID19', 46), ('COVID19Vaccine', 9), ('covid', 8), ('BrazilVariant', 7), ('Covid', 6), ('COVID', 5), ('vaccine', 5), ('covid19', 4), ('coronavirus', 4), ('COVIDVaccination', 4)]",2021-03-01
347,"[('COVID19', 51), ('Covid19', 7), ('COVID', 7), ('vaccine', 6), ('covid', 6), ('lockdown', 6), ('COVID19Vaccine', 5), ('Covid_19', 5), ('COVID19Vaccination', 5), ('covid19', 4)]",2021-03-02
348,"[('COVID19', 42), ('coronavirus', 11), ('COVID', 9), ('covid', 8), ('Budget2021', 7), ('Budget', 6), ('COVID19Vaccine', 6), ('covid19', 6), ('NHS', 5), ('AstraZeneca', 4)]",2021-03-03
349,"[('COVID19', 42), ('COVID', 15), ('covid19', 8), ('lockdown', 7), ('coronavirus', 6), ('covid', 6), ('covid_19', 5), ('Covid', 5), ('Covid_19', 4), ('WorldObesityDay', 4)]",2021-03-04
350,"[('COVID19', 48), ('Covid19', 11), ('NHS', 10), ('vaccine', 10), ('COVID', 8), ('covid', 7), ('nhs', 5), ('Johnson', 5), ('Covid', 4), ('CoronaVirus', 4)]",2021-03-05
351,"[('COVID19', 49), ('covid', 7), ('vaccination', 6), ('covid19', 6), ('COVIDVaccination', 5), ('Covid19UK', 4), ('vaccine', 4), ('NHS', 4), ('Covid', 4), ('CovidVaccine', 3)]",2021-03-06
352,"[('COVID19', 40), ('covid', 9), ('coronavirus', 8), ('NHS', 7), ('covid_19', 7), ('Capitalism', 5), ('SHUTSchools', 4), ('vaccination', 4), ('COVIDVaccination', 3), ('Covid', 3)]",2021-03-07
353,"[('COVID19', 34), ('IWD2021', 16), ('InternationalWomensDay', 12), ('covid', 11), ('coronavirus', 5), ('Covid19', 5), ('MeghanAndHarry', 4), ('internationalwomensday2021', 4), ('MeghanMarkle', 4), ('schoolsreopeninguk', 4)]",2021-03-08
354,"[('COVID19', 27), ('covid', 12), ('COVID', 11), ('FluJabEqualsCovidJab', 10), ('Covid', 9), ('lockdown', 7), ('covid_19', 5), ('Covid19', 5), ('NHS', 5), ('CovidVaccine', 5)]",2021-03-09
355,"[('COVID19', 61), ('covid', 9), ('Covid', 7), ('COVID', 7), ('NHS', 7), ('coronavirus', 7), ('covid19', 5), ('mentalhealth', 4), ('borisjohnson', 4), ('lockdown', 4)]",2021-03-10
356,"[('COVID19', 49), ('covid', 8), ('lockdown', 8), ('CovidVaccine', 4), ('exercise', 4), ('morning', 3), ('JoinCTAP', 3), ('AstraZeneca', 3), ('COVID', 3), ('nhs', 3)]",2021-03-11
357,"[('COVID19', 62), ('Covid', 8), ('lockdown', 7), ('Capitalism', 7), ('covid19', 6), ('covid', 6), ('coronavirus', 4), ('StaySafe', 4), ('CovidVaccine', 4), ('vaccine', 4)]",2021-03-12
